dataset,accuracy,micro-f1,macro-f1
electra_training,0.9494736842105264,0.9494736842105264,0.9494581827418576
electra_training,0.9480263157894737,0.9480263157894737,0.9479732819895033
electra_training,0.9486842105263158,0.9486842105263158,0.9486693230571663
